row_id	supplier_sku	ean	mpn	oe_numbers	tecdoc_id	brand	manufacturer	supplier	category	subcategory	category_code	product_name	short_description	long_description	variant_type	variant_value	fitment_position	side	color	currency	vat_rate_pct	wholesale_price_excl_vat	wholesale_price_incl_vat	retail_price_excl_vat	retail_price_incl_vat	margin_pct	discount_pct	sale_price_incl_vat	unit_price	price_unit	core_deposit	stock_qty	warehouse_location	availability	lead_time	lead_time_days	min_order_qty	order_multiple	units_per_pack	packaging_type	dispatch_within	net_weight_kg	gross_weight_kg	length_mm	width_mm	height_mm	volume_l	dimensions_text	vehicle_compatibility	year_from	year_to	standard_certification	hs_customs_code	country_of_origin	condition	warranty_months	tire_season	eu_label_fuel	eu_label_grip	eu_label_noise_db	oil_viscosity	oil_standard	image_url	datasheet_url	active	updated_at
5813	OLX-FLU-005813	8595212452362	MOB332438		30668	Mobil	Mobil	OlejExpert s.r.o.	Fluids	Engine oil	FLU	Engine oil Mobil 0W-30 4 L	Synthetic oil Mobil 0W-30, 4 L pack	Fully synthetic engine oil Mobil 0W-30. ACEA C2, API SN standards, VW/MB/BMW approvals. 4 L pack.	Viscosity/Pack	0W-30 / 4 L				EUR	23	50.92	62.63	67.42	82.93	32.4	10	74.64	20.73	€/L		13	ZA-02 Zilina	Incoming	2–3 days	3	4	4	1	Film wrap	2–3 days	3.80	4.26	217	181	259	4.00	217x181x259 mm	Universal			ACEA C2 / API SN	3819.00	China	New	0					0W-30	ACEA C2, API SN	https://cdn.olx.example/img/olx-flu-005813.jpg	https://cdn.olx.example/doc/olx-flu-005813.pdf	yes	2026-06-02
5814	OLX-FLU-005814	8593709807664	VAL849110		71206	Valvoline	Valvoline	OlejExpert s.r.o.	Fluids	Engine oil	FLU	Engine oil Valvoline 5W-30 5 L	Synthetic oil Valvoline 5W-30, 5 L pack	Fully synthetic engine oil Valvoline 5W-30. ACEA C2, API SP standards, VW/MB/BMW approvals. 5 L pack.	Viscosity/Pack	5W-30 / 5 L				EUR	23	56.25	69.19	69.66	85.68	23.8	10	77.11	17.14	€/L		442	ZA-02 Zilina	In stock	24 h	1	1	4	4	Box	24 h	4.70	5.06	258	153	205	5.00	258x153x205 mm	Universal			ACEA C2 / API SP	3819.00	Slovakia	New	0					5W-30	ACEA C2, API SP	https://cdn.olx.example/img/olx-flu-005814.jpg	https://cdn.olx.example/doc/olx-flu-005814.pdf	yes	2026-06-02
5815	OLX-FLU-005815	8596627566101	BOS493977		52055	Bosch	Bosch	OlejExpert s.r.o.	Fluids	Brake fluid	FLU	Brake fluid Bosch 0.5 L	Brake fluid Bosch, 0.5 L, DOT 4	Brake fluid Bosch, DOT 4 standard, 0.5 L pack. Ready to use, compliant with vehicle manufacturer specifications.	Pack	0.5 L				EUR	23	9.80	12.05	14.35	17.65	46.4	5	16.77	35.30	€/L		0	DC-VIE Vienna	On order	7 days	7	1	4	2	Boxed set	7 days	0.55	0.65	147	164	288	0.50	147x164x288 mm	Universal			DOT 4	3819.00	China	New	0							https://cdn.olx.example/img/olx-flu-005815.jpg	https://cdn.olx.example/doc/olx-flu-005815.pdf	yes	2026-06-02
5816	OLX-PRT-005816	8596977785702	GAT131527	OE4092773	28285	Gates	Gates	OlejExpert s.r.o.	Spare parts	Timing belt kit	PRT	Timing belt kit Gates	Timing belt kit Gates	Timing belt kit Gates. Precise fitment to OE specification, proven reliability and durability.	Rear axle		Rear axle	Left		EUR	23	70.83	87.12	97.14	119.48	37.1	0			€/pc		51	KE-03 Kosice	In stock	24 h	1	4	1	4	Box	24 h	2.22	2.73	192	106	235		192x106x235 mm	Peugeot 308 II 2013–2021	2013	2021		8708.99	Germany	New	24							https://cdn.olx.example/img/olx-prt-005816.jpg	https://cdn.olx.example/doc/olx-prt-005816.pdf	no	2026-06-02
5817	OLX-FLU-005817	8597659751374	LIQ610880		69221	Liqui Moly	Liqui Moly	OlejExpert s.r.o.	Fluids	Coolant	FLU	Coolant Liqui Moly 1.5 L	Coolant Liqui Moly, 1.5 L, G12++	Coolant Liqui Moly, G12++ standard, 1.5 L pack. Ready to use, compliant with vehicle manufacturer specifications.	Pack	1.5 L				EUR	23	14.29	17.58	20.68	25.44	44.7	5	24.17	16.96	€/L		314	BA-01 Bratislava	In stock	24 h	1	4	4	1	Blister	24 h	1.60	1.93	238	226	365	1.50	238x226x365 mm	Universal			G12++	3819.00	Poland	New	0							https://cdn.olx.example/img/olx-flu-005817.jpg	https://cdn.olx.example/doc/olx-flu-005817.pdf	yes	2026-06-02
5818	OLX-ACC-005818	8598779524534	SON146765		46830	Sonax	Sonax	OlejExpert s.r.o.	Accessories	Car shampoo	ACC	Car shampoo Sonax	Car shampoo Sonax, black	Car shampoo Sonax. Quality build, easy installation, universal or model-specific design.	Design	Black			Black	EUR	23	17.30	21.28	25.57	31.45	47.8	15	26.73		€/pc		0	BA-01 Bratislava	On order	7 days	7	2	1	1	Box	7 days	4.58	5.13	347	145	145		347x145x145 mm	Universal				8708.29	China	New	12							https://cdn.olx.example/img/olx-acc-005818.jpg	https://cdn.olx.example/doc/olx-acc-005818.pdf	yes	2026-06-02
5819	OLX-FLU-005819	8593674108322	SHE77143		52709	Shell	Shell	OlejExpert s.r.o.	Fluids	Engine oil	FLU	Engine oil Shell 10W-40 1 L	Synthetic oil Shell 10W-40, 1 L pack	Fully synthetic engine oil Shell 10W-40. ACEA C2, API SP standards, VW/MB/BMW approvals. 1 L pack.	Viscosity/Pack	10W-40 / 1 L				EUR	23	8.46	10.41	11.07	13.62	30.9	15	11.58	13.62	€/L		211	ZA-02 Zilina	In stock	24 h	1	1	4	4	Box	24 h	1.00	1.08	115	181	140	1.00	115x181x140 mm	Universal			ACEA C2 / API SP	3819.00	Slovakia	New	0					10W-40	ACEA C2, API SP	https://cdn.olx.example/img/olx-flu-005819.jpg	https://cdn.olx.example/doc/olx-flu-005819.pdf	no	2026-06-02
5820	OLX-FLU-005820	8594290960943	LIQ682984		40853	Liqui Moly	Liqui Moly	OlejExpert s.r.o.	Fluids	AdBlue	FLU	AdBlue Liqui Moly 10 L	AdBlue Liqui Moly, 10 L, ISO 22241	AdBlue Liqui Moly, ISO 22241 standard, 10 L pack. Ready to use, compliant with vehicle manufacturer specifications.	Pack	10 L				EUR	23	17.36	21.35	21.72	26.72	25.1	10	24.05	2.67	€/L		186	DC-VIE Vienna	In stock	24 h	1	1	1	1	Box	24 h	10.34	12.38	174	147	298	10.00	174x147x298 mm	Universal			ISO 22241	3819.00	France	New	0							https://cdn.olx.example/img/olx-flu-005820.jpg	https://cdn.olx.example/doc/olx-flu-005820.pdf	no	2026-06-02
5821	OLX-FLT-005821	8599735717588	MAN603935	OE8856828;OE9463206	12136	Mann-Filter	Mann-Filter	OlejExpert s.r.o.	Filters	Cabin filter	FLT	Cabin filter Mann-Filter	Cabin filter Mann-Filter, type Activated carbon	Cabin filter Mann-Filter (Activated carbon). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	Activated carbon				EUR	23	10.49	12.90	14.48	17.81	38.0	0			€/pc		400	BA-01 Bratislava	In stock	24 h	1	4	2	2	Boxed set	24 h	0.18	0.20	157	238	89		157x238x89 mm	Ford Mondeo IV 2007–2014	2007	2014	ISO 4548	8421.23	Czechia	New	24							https://cdn.olx.example/img/olx-flt-005821.jpg	https://cdn.olx.example/doc/olx-flt-005821.pdf	yes	2026-06-02
5822	OLX-FLU-005822	8597331187453	SHE45618		58254	Shell	Shell	OlejExpert s.r.o.	Fluids	Engine oil	FLU	Engine oil Shell 0W-20 20 L	Synthetic oil Shell 0W-20, 20 L pack	Fully synthetic engine oil Shell 0W-20. ACEA C3, API SN standards, VW/MB/BMW approvals. 20 L pack.	Viscosity/Pack	0W-20 / 20 L				EUR	23	172.05	211.62	242.36	298.10	40.9	0		14.91	€/L		21	KE-03 Kosice	Incoming	2–3 days	3	1	4	1	Box	2–3 days	18.50	19.94	277	155	189	20.00	277x155x189 mm	Universal			ACEA C3 / API SN	3819.00	Poland	New	0					0W-20	ACEA C3, API SN	https://cdn.olx.example/img/olx-flu-005822.jpg	https://cdn.olx.example/doc/olx-flu-005822.pdf	yes	2026-06-02
5823	OLX-PRT-005823	8595707688511	SKF795102	OE6462743;OE7919838	83342	SKF	SKF	OlejExpert s.r.o.	Spare parts	Water pump	PRT	Water pump SKF	Water pump SKF	Water pump SKF. Precise fitment to OE specification, proven reliability and durability.	Rear axle		Rear axle			EUR	23	61.88	76.11	84.67	104.14	36.8	15	88.52		€/pc		361	KE-03 Kosice	In stock	24 h	1	1	4	1	Plastic container	24 h	5.90	7.15	169	123	44		169x123x44 mm	Volkswagen Golf VI (5K) 2008–2013	2008	2013		8708.99	Japan	New	24							https://cdn.olx.example/img/olx-prt-005823.jpg	https://cdn.olx.example/doc/olx-prt-005823.pdf	no	2026-06-02
5824	OLX-FLU-005824	8593447151715	CAS917595		79287	Castrol	Castrol	OlejExpert s.r.o.	Fluids	Engine oil	FLU	Engine oil Castrol 15W-40 1 L	Synthetic oil Castrol 15W-40, 1 L pack	Fully synthetic engine oil Castrol 15W-40. ACEA A5/B5, API SP standards, VW/MB/BMW approvals. 1 L pack.	Viscosity/Pack	15W-40 / 1 L				EUR	23	8.51	10.47	10.99	13.52	29.1	0		13.52	€/L		237	DC-VIE Vienna	In stock	24 h	1	4	4	1	Film wrap	24 h	1.00	1.18	121	285	190	1.00	121x285x190 mm	Universal			ACEA A5/B5 / API SP	3819.00	Italy	New	0					15W-40	ACEA A5/B5, API SP	https://cdn.olx.example/img/olx-flu-005824.jpg	https://cdn.olx.example/doc/olx-flu-005824.pdf	yes	2026-06-02
5825	OLX-FLU-005825	8590361826057	LIQ606202		77181	Liqui Moly	Liqui Moly	OlejExpert s.r.o.	Fluids	Washer fluid	FLU	Washer fluid Liqui Moly 3 L	Washer fluid Liqui Moly, 3 L, —	Washer fluid Liqui Moly, — standard, 3 L pack. Ready to use, compliant with vehicle manufacturer specifications.	Pack	3 L				EUR	23	5.10	6.27	6.96	8.56	36.5	15	7.28	2.85	€/L		31	DC-PRG Prague	Incoming	2–3 days	3	1	4	4	Boxed set	2–3 days	3.03	3.34	203	247	392	3.00	203x247x392 mm	Universal			—	3819.00	Slovakia	New	0							https://cdn.olx.example/img/olx-flu-005825.jpg	https://cdn.olx.example/doc/olx-flu-005825.pdf	no	2026-06-02
5826	OLX-FLU-005826	8596286184043	SHE412182		41176	Shell	Shell	OlejExpert s.r.o.	Fluids	Engine oil	FLU	Engine oil Shell 10W-40 20 L	Synthetic oil Shell 10W-40, 20 L pack	Fully synthetic engine oil Shell 10W-40. ACEA C3, API SP standards, VW/MB/BMW approvals. 20 L pack.	Viscosity/Pack	10W-40 / 20 L				EUR	23	168.27	206.97	212.53	261.41	26.3	15	222.20	13.07	€/L		210	ZA-02 Zilina	In stock	24 h	1	10	4	4	Blister	24 h	18.50	21.19	113	147	360	20.00	113x147x360 mm	Universal			ACEA C3 / API SP	3819.00	France	New	0					10W-40	ACEA C3, API SP	https://cdn.olx.example/img/olx-flu-005826.jpg	https://cdn.olx.example/doc/olx-flu-005826.pdf	no	2026-06-02
5827	OLX-FLU-005827	8591421711962	TRW300626		98818	TRW	TRW	OlejExpert s.r.o.	Fluids	Brake fluid	FLU	Brake fluid TRW 0.5 L	Brake fluid TRW, 0.5 L, DOT 4	Brake fluid TRW, DOT 4 standard, 0.5 L pack. Ready to use, compliant with vehicle manufacturer specifications.	Pack	0.5 L				EUR	23	6.78	8.34	10.11	12.44	49.1	10	11.20	24.88	€/L		144	DC-VIE Vienna	In stock	24 h	1	1	2	1	Film wrap	24 h	0.51	0.57	226	220	254	0.50	226x220x254 mm	Universal			DOT 4	3819.00	Germany	New	0							https://cdn.olx.example/img/olx-flu-005827.jpg	https://cdn.olx.example/doc/olx-flu-005827.pdf	yes	2026-06-02
5828	OLX-PRT-005828	8592041147889	FAG920176	OE6439584	64256	FAG	FAG	OlejExpert s.r.o.	Spare parts	Wheel bearing	PRT	Wheel bearing FAG	Wheel bearing FAG	Wheel bearing FAG. Precise fitment to OE specification, proven reliability and durability.	Rear axle		Rear axle	Set		EUR	23	69.86	85.93	91.30	112.30	30.7	15	95.45		€/pc		0	BA-01 Bratislava	On order	10 days	10	10	1	4	Film wrap	10 days	10.92	13.48	355	59	236		355x59x236 mm	Škoda Octavia II (1Z) 2004–2013	2004	2013		8708.99	Slovakia	New	24							https://cdn.olx.example/img/olx-prt-005828.jpg	https://cdn.olx.example/doc/olx-prt-005828.pdf	yes	2026-06-02
5829	OLX-FLU-005829	8599727516113	SHE186853		83362	Sheron	Sheron	OlejExpert s.r.o.	Fluids	Washer fluid	FLU	Washer fluid Sheron 3 L	Washer fluid Sheron, 3 L, —	Washer fluid Sheron, — standard, 3 L pack. Ready to use, compliant with vehicle manufacturer specifications.	Pack	3 L				EUR	23	4.90	6.03	6.73	8.28	37.3	10	7.45	2.76	€/L		422	KE-03 Kosice	In stock	24 h	1	1	1	1	Plastic container	24 h	3.11	3.34	134	186	313	3.00	134x186x313 mm	Universal			—	3819.00	Italy	New	0							https://cdn.olx.example/img/olx-flu-005829.jpg	https://cdn.olx.example/doc/olx-flu-005829.pdf	yes	2026-06-02
5830	OLX-BRK-005830	8591449587570	ATE746857	OE9362883;OE5744182	57263	ATE	ATE	OlejExpert s.r.o.	Braking system	Brake caliper	BRK	Brake caliper ATE	Brake caliper ATE, diameter 300 mm	Brake caliper by ATE with 300 mm diameter. Approved to ECE R90, anti-corrosion coating, balanced for low noise.	Wheel hub		Wheel hub			EUR	23	49.28	60.61	64.15	78.90	30.2	5	74.95		€/pc	42.84	0	DC-VIE Vienna	On order	14 days	14	4	1	2	Plastic container	14 days	4.17	4.99	300	300	28		300x300x28 mm	Toyota Corolla E170 2013–2019	2013	2019	ECE R90	8708.30	China	New	24							https://cdn.olx.example/img/olx-brk-005830.jpg	https://cdn.olx.example/doc/olx-brk-005830.pdf	yes	2026-06-02
5831	OLX-FLU-005831	8594476283514	ATE514050		62274	ATE	ATE	OlejExpert s.r.o.	Fluids	Brake fluid	FLU	Brake fluid ATE 0.5 L	Brake fluid ATE, 0.5 L, DOT 4	Brake fluid ATE, DOT 4 standard, 0.5 L pack. Ready to use, compliant with vehicle manufacturer specifications.	Pack	0.5 L				EUR	23	13.44	16.53	20.01	24.61	48.9	0		49.22	€/L		0	ZA-02 Zilina	On order	10 days	10	10	4	1	Boxed set	10 days	0.53	0.59	114	118	227	0.50	114x118x227 mm	Universal			DOT 4	3819.00	China	New	0							https://cdn.olx.example/img/olx-flu-005831.jpg	https://cdn.olx.example/doc/olx-flu-005831.pdf	yes	2026-06-02
5832	OLX-FLU-005832	8594889199860	MOB101665		61427	Mobil	Mobil	OlejExpert s.r.o.	Fluids	Engine oil	FLU	Engine oil Mobil 5W-30 20 L	Synthetic oil Mobil 5W-30, 20 L pack	Fully synthetic engine oil Mobil 5W-30. ACEA A5/B5, API SP standards, VW/MB/BMW approvals. 20 L pack.	Viscosity/Pack	5W-30 / 20 L				EUR	23	153.74	189.10	220.79	271.57	43.6	0		13.58	€/L		179	KE-03 Kosice	In stock	24 h	1	5	4	1	Film wrap	24 h	18.50	22.87	162	176	206	20.00	162x176x206 mm	Universal			ACEA A5/B5 / API SP	3819.00	China	New	0					5W-30	ACEA A5/B5, API SP	https://cdn.olx.example/img/olx-flu-005832.jpg	https://cdn.olx.example/doc/olx-flu-005832.pdf	no	2026-06-02
5833	OLX-BRK-005833	8594907709668	TRW195429	OE6049712	10531	TRW	TRW	OlejExpert s.r.o.	Braking system	Brake shoes	BRK	Brake shoes TRW	Brake shoes TRW, diameter 330 mm	Brake shoes by TRW with 330 mm diameter. Approved to ECE R90, anti-corrosion coating, balanced for low noise.	Rear axle		Rear axle			EUR	23	37.57	46.21	56.24	69.18	49.7	5	65.72		€/pc		284	DC-VIE Vienna	In stock	24 h	1	10	1	1	Film wrap	24 h	6.01	6.46	330	330	60		330x330x60 mm	Opel Insignia A 2008–2017	2008	2017	ECE R90	8708.30	Italy	New	24							https://cdn.olx.example/img/olx-brk-005833.jpg	https://cdn.olx.example/doc/olx-brk-005833.pdf	yes	2026-06-02
5834	OLX-FLU-005834	8593223679679	VAL458375		81709	Valvoline	Valvoline	OlejExpert s.r.o.	Fluids	Engine oil	FLU	Engine oil Valvoline 5W-30 20 L	Synthetic oil Valvoline 5W-30, 20 L pack	Fully synthetic engine oil Valvoline 5W-30. ACEA C3, API SN standards, VW/MB/BMW approvals. 20 L pack.	Viscosity/Pack	5W-30 / 20 L				EUR	23	114.86	141.28	141.29	173.79	23.0	0		8.69	€/L		0	DC-VIE Vienna	On order	7 days	7	4	1	4	Plastic container	7 days	18.50	19.90	130	234	244	20.00	130x234x244 mm	Universal			ACEA C3 / API SN	3819.00	Slovakia	New	0					5W-30	ACEA C3, API SN	https://cdn.olx.example/img/olx-flu-005834.jpg	https://cdn.olx.example/doc/olx-flu-005834.pdf	no	2026-06-02
5835	OLX-LGT-005835	8597633079845	VAL513176		56751	Valeo	Valeo	OlejExpert s.r.o.	Lighting & visibility	Wiper blade (set)	LGT	Wiper blade (set) Valeo	Wiper blade (set) Valeo	Wiper blade (set) Valeo. High luminosity / perfect wiping, long service life, road-legal (ECE).	Pack	Set				EUR	23	8.18	10.06	11.80	14.51	44.3	0			€/pc		197	ZA-02 Zilina	In stock	24 h	1	1	1	4	Blister	24 h	0.60	0.64	687	55	41		687x55x41 mm	Volkswagen Passat B8 2014–2023	2014	2023	ECE R37/R112	8512.20	Poland	New	12							https://cdn.olx.example/img/olx-lgt-005835.jpg	https://cdn.olx.example/doc/olx-lgt-005835.pdf	no	2026-06-02
5836	OLX-FLU-005836	8597536538081	CAS277923		83754	Castrol	Castrol	OlejExpert s.r.o.	Fluids	Engine oil	FLU	Engine oil Castrol 5W-40 20 L	Synthetic oil Castrol 5W-40, 20 L pack	Fully synthetic engine oil Castrol 5W-40. ACEA A5/B5, API SN standards, VW/MB/BMW approvals. 20 L pack.	Viscosity/Pack	5W-40 / 20 L				EUR	23	178.29	219.30	245.19	301.58	37.5	0		15.08	€/L		0	BA-01 Bratislava	On order	10 days	10	4	1	4	Boxed set	10 days	18.50	22.95	284	259	342	20.00	284x259x342 mm	Universal			ACEA A5/B5 / API SN	3819.00	Turkey	New	0					5W-40	ACEA A5/B5, API SN	https://cdn.olx.example/img/olx-flu-005836.jpg	https://cdn.olx.example/doc/olx-flu-005836.pdf	yes	2026-06-02
5837	OLX-FLU-005837	8593111039356	MOB274422		98291	Mobil	Mobil	OlejExpert s.r.o.	Fluids	Engine oil	FLU	Engine oil Mobil 10W-40 1 L	Synthetic oil Mobil 10W-40, 1 L pack	Fully synthetic engine oil Mobil 10W-40. ACEA C3, API SP standards, VW/MB/BMW approvals. 1 L pack.	Viscosity/Pack	10W-40 / 1 L				EUR	23	6.41	7.88	9.18	11.29	43.2	5	10.73	11.29	€/L		105	KE-03 Kosice	In stock	24 h	1	4	1	1	Plastic container	24 h	1.00	1.12	294	282	399	1.00	294x282x399 mm	Universal			ACEA C3 / API SP	3819.00	Italy	New	0					10W-40	ACEA C3, API SP	https://cdn.olx.example/img/olx-flu-005837.jpg	https://cdn.olx.example/doc/olx-flu-005837.pdf	yes	2026-06-02
5838	OLX-FLU-005838	8592784779590	CAS615765		13539	Castrol	Castrol	OlejExpert s.r.o.	Fluids	Engine oil	FLU	Engine oil Castrol 15W-40 20 L	Synthetic oil Castrol 15W-40, 20 L pack	Fully synthetic engine oil Castrol 15W-40. ACEA A5/B5, API SP standards, VW/MB/BMW approvals. 20 L pack.	Viscosity/Pack	15W-40 / 20 L				EUR	23	187.14	230.18	245.82	302.36	31.4	0		15.12	€/L		259	KE-03 Kosice	In stock	24 h	1	1	1	2	Boxed set	24 h	18.50	20.69	260	157	290	20.00	260x157x290 mm	Universal			ACEA A5/B5 / API SP	3819.00	Turkey	New	0					15W-40	ACEA A5/B5, API SP	https://cdn.olx.example/img/olx-flu-005838.jpg	https://cdn.olx.example/doc/olx-flu-005838.pdf	yes	2026-06-02
5839	OLX-FLU-005839	8598349061278	LIQ821550		76735	Liqui Moly	Liqui Moly	OlejExpert s.r.o.	Fluids	Engine oil	FLU	Engine oil Liqui Moly 0W-30 5 L	Synthetic oil Liqui Moly 0W-30, 5 L pack	Fully synthetic engine oil Liqui Moly 0W-30. ACEA A5/B5, API SN standards, VW/MB/BMW approvals. 5 L pack.	Viscosity/Pack	0W-30 / 5 L				EUR	23	30.19	37.13	40.52	49.84	34.2	0		9.97	€/L		39	ZA-02 Zilina	Incoming	2–3 days	3	1	1	4	Blister	2–3 days	4.70	5.24	128	111	369	5.00	128x111x369 mm	Universal			ACEA A5/B5 / API SN	3819.00	Italy	New	0					0W-30	ACEA A5/B5, API SN	https://cdn.olx.example/img/olx-flu-005839.jpg	https://cdn.olx.example/doc/olx-flu-005839.pdf	no	2026-06-02
5840	OLX-BRK-005840	8590565747974	TRW360835	OE1859692;OE1860465	92679	TRW	TRW	OlejExpert s.r.o.	Braking system	Brake caliper	BRK	Brake caliper TRW	Brake caliper TRW, diameter 330 mm	Brake caliper by TRW with 330 mm diameter. Approved to ECE R90, anti-corrosion coating, balanced for low noise.	Wheel hub		Wheel hub			EUR	23	140.28	172.54	198.22	243.81	41.3	10	219.43		€/pc	37.64	285	DC-PRG Prague	In stock	24 h	1	1	1	1	Boxed set	24 h	7.82	8.42	330	330	86		330x330x86 mm	BMW 3 E90 2005–2012	2005	2012	ECE R90	8708.30	China	New	24							https://cdn.olx.example/img/olx-brk-005840.jpg	https://cdn.olx.example/doc/olx-brk-005840.pdf	yes	2026-06-02
5841	OLX-ACC-005841	8598547685320	BOT275653		25028	Bottari	Bottari	OlejExpert s.r.o.	Accessories	Jump leads	ACC	Jump leads Bottari	Jump leads Bottari, beige	Jump leads Bottari. Quality build, easy installation, universal or model-specific design.	Design	Universal			Beige	EUR	23	29.99	36.89	46.91	57.70	56.4	10	51.93		€/pc		85	BA-01 Bratislava	In stock	24 h	1	2	1	4	Blister	24 h	2.43	2.67	116	154	223		116x154x223 mm	Universal				8708.29	Italy	New	12							https://cdn.olx.example/img/olx-acc-005841.jpg	https://cdn.olx.example/doc/olx-acc-005841.pdf	yes	2026-06-02
5842	OLX-FLU-005842	8590832003741	MOB785434		60707	Mobil	Mobil	OlejExpert s.r.o.	Fluids	Engine oil	FLU	Engine oil Mobil 0W-30 20 L	Synthetic oil Mobil 0W-30, 20 L pack	Fully synthetic engine oil Mobil 0W-30. ACEA C2, API SN PLUS standards, VW/MB/BMW approvals. 20 L pack.	Viscosity/Pack	0W-30 / 20 L				EUR	23	155.66	191.46	212.13	260.92	36.3	0		13.05	€/L		265	ZA-02 Zilina	In stock	24 h	1	2	4	1	Film wrap	24 h	18.50	21.21	152	144	260	20.00	152x144x260 mm	Universal			ACEA C2 / API SN PLUS	3819.00	Spain	New	0					0W-30	ACEA C2, API SN PLUS	https://cdn.olx.example/img/olx-flu-005842.jpg	https://cdn.olx.example/doc/olx-flu-005842.pdf	yes	2026-06-02
5843	OLX-ACC-005843	8597327079915	PET529166		18607	Petex	Petex	OlejExpert s.r.o.	Accessories	Textile mats (set)	ACC	Textile mats (set) Petex	Textile mats (set) Petex, —	Textile mats (set) Petex. Quality build, easy installation, universal or model-specific design.	Design	Set			—	EUR	23	20.53	25.25	32.01	39.37	55.9	0			€/pc		301	KE-03 Kosice	In stock	24 h	1	10	2	1	Box	24 h	7.76	9.65	133	271	209		133x271x209 mm	Universal				8708.29	Turkey	New	12							https://cdn.olx.example/img/olx-acc-005843.jpg	https://cdn.olx.example/doc/olx-acc-005843.pdf	no	2026-06-02
5844	OLX-FLU-005844	8593510546240	SHE709686		99043	Sheron	Sheron	OlejExpert s.r.o.	Fluids	Washer fluid	FLU	Washer fluid Sheron 3 L	Washer fluid Sheron, 3 L, —	Washer fluid Sheron, — standard, 3 L pack. Ready to use, compliant with vehicle manufacturer specifications.	Pack	3 L				EUR	23	4.72	5.81	7.03	8.65	48.9	5	8.22	2.88	€/L		0	DC-VIE Vienna	On order	14 days	14	1	1	4	Plastic container	14 days	3.24	3.53	234	175	302	3.00	234x175x302 mm	Universal			—	3819.00	Poland	New	0							https://cdn.olx.example/img/olx-flu-005844.jpg	https://cdn.olx.example/doc/olx-flu-005844.pdf	yes	2026-06-02
5845	OLX-FLT-005845	8599345913967	BOS594576	OE3432343;OE3972113;OE3840737	50343	Bosch	Bosch	OlejExpert s.r.o.	Filters	Cabin filter	FLT	Cabin filter Bosch	Cabin filter Bosch, type Activated carbon	Cabin filter Bosch (Activated carbon). Precise fitment geometry, high filtration efficiency and long service life per manufacturer intervals.	Filter type	Activated carbon				EUR	23	8.66	10.65	12.89	15.85	48.8	15	13.47		€/pc		231	ZA-02 Zilina	In stock	24 h	1	1	1	2	Blister	24 h	0.11	0.12	249	189	60		249x189x60 mm	Škoda Octavia II (1Z) 2004–2013	2004	2013	ISO 4548	8421.23	Japan	New	24							https://cdn.olx.example/img/olx-flt-005845.jpg	https://cdn.olx.example/doc/olx-flt-005845.pdf	yes	2026-06-02
5846	OLX-FLU-005846	8593436512275	VAL680078		91473	Valvoline	Valvoline	OlejExpert s.r.o.	Fluids	Engine oil	FLU	Engine oil Valvoline 0W-20 20 L	Synthetic oil Valvoline 0W-20, 20 L pack	Fully synthetic engine oil Valvoline 0W-20. ACEA A3/B4, API SN PLUS standards, VW/MB/BMW approvals. 20 L pack.	Viscosity/Pack	0W-20 / 20 L				EUR	23	115.82	142.46	165.29	203.31	42.7	0		10.17	€/L		0	DC-PRG Prague	Sold out	—	0	5	4	1	Plastic container	—	18.50	21.23	229	116	279	20.00	229x116x279 mm	Universal			ACEA A3/B4 / API SN PLUS	3819.00	Germany	New	0					0W-20	ACEA A3/B4, API SN PLUS	https://cdn.olx.example/img/olx-flu-005846.jpg	https://cdn.olx.example/doc/olx-flu-005846.pdf	yes	2026-06-02
5847	OLX-FLU-005847	8591630327220	SHE690561		97760	Shell	Shell	OlejExpert s.r.o.	Fluids	Engine oil	FLU	Engine oil Shell 5W-40 20 L	Synthetic oil Shell 5W-40, 20 L pack	Fully synthetic engine oil Shell 5W-40. ACEA C3, API SN standards, VW/MB/BMW approvals. 20 L pack.	Viscosity/Pack	5W-40 / 20 L				EUR	23	98.08	120.64	120.30	147.97	22.7	10	133.17	7.40	€/L		436	DC-VIE Vienna	In stock	24 h	1	1	1	2	Plastic container	24 h	18.50	21.32	215	104	355	20.00	215x104x355 mm	Universal			ACEA C3 / API SN	3819.00	Germany	New	0					5W-40	ACEA C3, API SN	https://cdn.olx.example/img/olx-flu-005847.jpg	https://cdn.olx.example/doc/olx-flu-005847.pdf	yes	2026-06-02
5848	OLX-FLU-005848	8595552329447	FEB284094		17983	Febi	Febi	OlejExpert s.r.o.	Fluids	Coolant	FLU	Coolant Febi 1.5 L	Coolant Febi, 1.5 L, G12++	Coolant Febi, G12++ standard, 1.5 L pack. Ready to use, compliant with vehicle manufacturer specifications.	Pack	1.5 L				EUR	23	14.13	17.38	20.06	24.67	42.0	0		16.45	€/L		0	DC-PRG Prague	Sold out	—	0	1	2	1	Film wrap	—	1.58	1.90	227	182	210	1.50	227x182x210 mm	Universal			G12++	3819.00	China	New	0							https://cdn.olx.example/img/olx-flu-005848.jpg	https://cdn.olx.example/doc/olx-flu-005848.pdf	yes	2026-06-02
