riadok_id	dodavatelsky_kod	ean	mpn	oe_cisla	tecdoc_id	znacka	vyrobca	dodavatel	kategoria	podkategoria	kategoria_kod	nazov_produktu	kratky_popis	dlhy_popis	typ_variantu	hodnota_variantu	pozicia_montaze	strana	farba	mena	dph_sadzba_pct	voc_bez_dph	voc_s_dph	moc_bez_dph	moc_s_dph	marza_pct	rabat_pct	akciova_cena_s_dph	cena_za_jednotku	jednotka_ceny	zaloha_za_diel	sklad_mnozstvo	sklad_lokalita	dostupnost	doba_dodania	doba_dodania_dni	min_objednavka	objednavkovy_nasobok	ks_v_baleni	balenie_typ	expedicia_do	hmotnost_netto_kg	hmotnost_brutto_kg	dlzka_mm	sirka_mm	vyska_mm	objem_l	rozmery_text	kompatibilita_vozidla	rok_vyroby_od	rok_vyroby_do	norma_certifikat	colny_kod_hs	krajina_povodu	stav_tovaru	zaruka_mesiace	pneu_sezonnost	eu_stitok_palivo	eu_stitok_prilnavost	eu_stitok_hluk_db	olej_viskozita	olej_norma	obrazok_url	datasheet_url	aktivny	datum_aktualizacie
6538	MMK-BAT-006538	8597349687525	EXI686037		81538	Exide	Exide	MotoMarket s.r.o.	Elektrika	Autobatéria	BAT	Autobatéria Exide 70 Ah 12V 630A	Autobatéria Exide 70 Ah, štart. prúd 630 A	Štartovacia batéria Exide 70 Ah, 12 V, štartovací prúd 630 A. Bezúdržbová, vhodná pre vozidlá so systémom štart-stop.	Kapacita	70 Ah				EUR	23	149.71	184.14	187.39	230.49	25.2	15	195.92		€/ks	10.00	0	DC-PRG Praha	Na objednávku	7 dní	7	1	4	1	Blister	7 dní	21.90	24.17	242	175	190		242x175x190 mm	Peugeot 308 II 2013–2021	2013	2021	EN 50342	8507.10	Česko	Nový	24							https://cdn.mmk.sk/img/mmk-bat-006538.jpg	https://cdn.mmk.sk/doc/mmk-bat-006538.pdf	nie	2026-06-02
6539	MMK-LGT-006539	8599865929325	OSR417159		37312	Osram	Osram	MotoMarket s.r.o.	Osvetlenie a viditeľnosť	Žiarovka LED	LGT	Žiarovka LED Osram	Žiarovka LED Osram	Žiarovka LED Osram. Vysoká svietivosť / dokonalé stieranie, dlhá životnosť, schválené pre cestnú prevádzku (ECE).	Balenie	2 ks (pár)				EUR	23	14.69	18.07	20.77	25.55	41.4	0			€/ks		0	ZA-02 Žilina	Na objednávku	10 dní	10	2	1	4	Kartón	10 dní	0.24	0.28	182	52	31		182x52x31 mm	Toyota Corolla E170 2013–2019	2013	2019	ECE R37/R112	8512.20	Nemecko	Nový	12							https://cdn.mmk.sk/img/mmk-lgt-006539.jpg	https://cdn.mmk.sk/doc/mmk-lgt-006539.pdf	áno	2026-06-02
6540	MMK-FLU-006540	8591660503830	VAL401308		16753	Valvoline	Valvoline	MotoMarket s.r.o.	Prevádzkové kvapaliny	Motorový olej	FLU	Motorový olej Valvoline 0W-20 5 L	Syntetický olej Valvoline 0W-20, balenie 5 L	Plne syntetický motorový olej Valvoline 0W-20. Normy ACEA A5/B5, API SN PLUS, schválenia VW/MB/BMW. Balenie 5 L.	Viskozita/Balenie	0W-20 / 5 L				EUR	23	34.27	42.15	47.61	58.56	38.9	5	55.63	11.71	€/L		0	BA-01 Bratislava	Na objednávku	10 dní	10	5	4	1	Sada v krabici	10 dní	4.70	5.39	268	261	267	5.00	268x261x267 mm	Univerzálne			ACEA A5/B5 / API SN PLUS	3819.00	Taliansko	Nový	0					0W-20	ACEA A5/B5, API SN PLUS	https://cdn.mmk.sk/img/mmk-flu-006540.jpg	https://cdn.mmk.sk/doc/mmk-flu-006540.pdf	áno	2026-06-02
6541	MMK-FLU-006541	8594834745418	SHE231147		34799	Shell	Shell	MotoMarket s.r.o.	Prevádzkové kvapaliny	Motorový olej	FLU	Motorový olej Shell 10W-40 1 L	Syntetický olej Shell 10W-40, balenie 1 L	Plne syntetický motorový olej Shell 10W-40. Normy ACEA C3, API SP, schválenia VW/MB/BMW. Balenie 1 L.	Viskozita/Balenie	10W-40 / 1 L				EUR	23	13.57	16.69	17.42	21.43	28.4	10	19.29	21.43	€/L		278	BA-01 Bratislava	Skladom	24 h	1	4	1	2	Plastová nádoba	24 h	1.00	1.07	257	292	259	1.00	257x292x259 mm	Univerzálne			ACEA C3 / API SP	3819.00	Slovensko	Nový	0					10W-40	ACEA C3, API SP	https://cdn.mmk.sk/img/mmk-flu-006541.jpg	https://cdn.mmk.sk/doc/mmk-flu-006541.pdf	nie	2026-06-02
6542	MMK-LGT-006542	8594814425644	PHI736511		24719	Philips	Philips	MotoMarket s.r.o.	Osvetlenie a viditeľnosť	Žiarovka H7	LGT	Žiarovka H7 Philips	Žiarovka H7 Philips	Žiarovka H7 Philips. Vysoká svietivosť / dokonalé stieranie, dlhá životnosť, schválené pre cestnú prevádzku (ECE).	Balenie	2 ks (pár)				EUR	23	9.87	12.14	14.80	18.20	49.9	15	15.47		€/ks		0	DC-WIEN Viedeň	Na objednávku	7 dní	7	5	4	4	Blister	7 dní	0.07	0.09	46	31	33		46x31x33 mm	Audi A6 C7 2011–2018	2011	2018	ECE R37/R112	8512.20	Čína	Nový	12							https://cdn.mmk.sk/img/mmk-lgt-006542.jpg	https://cdn.mmk.sk/doc/mmk-lgt-006542.pdf	áno	2026-06-02
6543	MMK-BRK-006543	8591150883527	CIF186374	OE9578784;OE4542568;OE2468488	17234	Cifam	Cifam	MotoMarket s.r.o.	Brzdový systém	Brzdový strmeň	BRK	Brzdový strmeň Cifam	Brzdový strmeň Cifam, priemer 300 mm	Brzdový strmeň značky Cifam s priemerom 300 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Os kolesa		Os kolesa			EUR	23	159.02	195.59	220.07	270.69	38.4	5	257.16		€/ks	50.76	55	DC-WIEN Viedeň	Skladom	24 h	1	2	2	1	Blister	24 h	2.02	2.52	300	300	59		300x300x59 mm	Renault Mégane III 2008–2016	2008	2016	ECE R90	8708.30	Čína	Nový	24							https://cdn.mmk.sk/img/mmk-brk-006543.jpg	https://cdn.mmk.sk/doc/mmk-brk-006543.pdf	áno	2026-06-02
6544	MMK-ACC-006544	8596427719271	PET262860		70016	Petex	Petex	MotoMarket s.r.o.	Autodoplnky	Gumové koberce (sada)	ACC	Gumové koberce (sada) Petex	Gumové koberce (sada) Petex, béžová	Gumové koberce (sada) Petex. Kvalitné spracovanie, jednoduchá montáž, univerzálne alebo modelovo špecifické prevedenie.	Prevedenie	Béžová			Béžová	EUR	23	18.56	22.83	31.11	38.27	67.6	5	36.36		€/ks		51	DC-WIEN Viedeň	Skladom	24 h	1	1	1	1	Fólia	24 h	2.95	3.54	221	118	22		221x118x22 mm	Univerzálne				8708.29	Poľsko	Nový	12							https://cdn.mmk.sk/img/mmk-acc-006544.jpg	https://cdn.mmk.sk/doc/mmk-acc-006544.pdf	áno	2026-06-02
6545	MMK-BRK-006545	8599864881976	BRE666792	OE8225872	52862	Brembo	Brembo	MotoMarket s.r.o.	Brzdový systém	Brzdové platničky	BRK	Brzdové platničky Brembo	Brzdové platničky Brembo, priemer 280 mm	Brzdové platničky značky Brembo s priemerom 280 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Predná/Zadná náprava		Predná/Zadná náprava	Ľavá		EUR	23	61.86	76.09	84.97	104.51	37.4	15	88.83		€/ks		397	ZA-02 Žilina	Skladom	24 h	1	10	1	4	Plastová nádoba	24 h	8.59	10.53	280	280	69		280x280x69 mm	Volkswagen Passat B8 2014–2023	2014	2023	ECE R90	8708.30	Poľsko	Nový	24							https://cdn.mmk.sk/img/mmk-brk-006545.jpg	https://cdn.mmk.sk/doc/mmk-brk-006545.pdf	nie	2026-06-02
6546	MMK-FLU-006546	8599746429890	VAL333242		92143	Valvoline	Valvoline	MotoMarket s.r.o.	Prevádzkové kvapaliny	Motorový olej	FLU	Motorový olej Valvoline 15W-40 1 L	Syntetický olej Valvoline 15W-40, balenie 1 L	Plne syntetický motorový olej Valvoline 15W-40. Normy ACEA C2, API SP, schválenia VW/MB/BMW. Balenie 1 L.	Viskozita/Balenie	15W-40 / 1 L				EUR	23	13.40	16.48	17.63	21.68	31.6	0		21.68	€/L		311	DC-PRG Praha	Skladom	24 h	1	5	2	2	Blister	24 h	1.00	1.20	193	288	350	1.00	193x288x350 mm	Univerzálne			ACEA C2 / API SP	3819.00	Poľsko	Nový	0					15W-40	ACEA C2, API SP	https://cdn.mmk.sk/img/mmk-flu-006546.jpg	https://cdn.mmk.sk/doc/mmk-flu-006546.pdf	áno	2026-06-02
6547	MMK-BRK-006547	8597978198898	TRW516520	OE2386126;OE8769610	75352	TRW	TRW	MotoMarket s.r.o.	Brzdový systém	Brzdový strmeň	BRK	Brzdový strmeň TRW	Brzdový strmeň TRW, priemer 256 mm	Brzdový strmeň značky TRW s priemerom 256 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Os kolesa		Os kolesa	Ľavá		EUR	23	76.10	93.60	108.54	133.50	42.6	0			€/ks	28.48	0	KE-03 Košice	Na objednávku	7 dní	7	10	2	1	Plastová nádoba	7 dní	0.84	0.94	256	256	78		256x256x78 mm	Volkswagen Golf VI (5K) 2008–2013	2008	2013	ECE R90	8708.30	Španielsko	Nový	24							https://cdn.mmk.sk/img/mmk-brk-006547.jpg	https://cdn.mmk.sk/doc/mmk-brk-006547.pdf	áno	2026-06-02
6548	MMK-TYR-006548	8593711232874	SAV311490		64451	Sava	Sava	MotoMarket s.r.o.	Pneumatiky	Celoročná pneumatika	TYR	Sava 205/50 R18 96H celoročná	Celoročná pneu Sava 205/50 R18 96H	Celoročná pneumatika Sava 205/50 R18, nosnosť 96, rýchlosť H. EÚ štítok: palivo E, priľnavosť na mokre A, hluk 68 dB.	Rozmer	205/50 R18 96H				EUR	23	135.74	166.96	188.29	231.60	38.7	0			€/ks		334	KE-03 Košice	Skladom	24 h	1	4	1	1	Plastová nádoba	24 h	10.80	11.75	550	205	205		550x205x205 mm	Univerzálne			ECE R30	4011.10	Slovensko	Nový	24	Celoročná	E	A	68			https://cdn.mmk.sk/img/mmk-tyr-006548.jpg	https://cdn.mmk.sk/doc/mmk-tyr-006548.pdf	áno	2026-06-02
6549	MMK-LGT-006549	8595102961080	VAL816570		16444	Valeo	Valeo	MotoMarket s.r.o.	Osvetlenie a viditeľnosť	Stierač (sada)	LGT	Stierač (sada) Valeo	Stierač (sada) Valeo	Stierač (sada) Valeo. Vysoká svietivosť / dokonalé stieranie, dlhá životnosť, schválené pre cestnú prevádzku (ECE).	Balenie	2 ks (pár)				EUR	23	9.86	12.13	13.81	16.99	40.1	15	14.44		€/ks		14	BA-01 Bratislava	Na ceste	2–3 dni	3	2	4	1	Sada v krabici	2–3 dni	0.06	0.07	282	31	26		282x31x26 mm	Audi A4 B8 2007–2015	2007	2015	ECE R37/R112	8512.20	Česko	Nový	12							https://cdn.mmk.sk/img/mmk-lgt-006549.jpg	https://cdn.mmk.sk/doc/mmk-lgt-006549.pdf	áno	2026-06-02
6550	MMK-BRK-006550	8594725253015	FER69493	OE9298949	18188	Ferodo	Ferodo	MotoMarket s.r.o.	Brzdový systém	Brzdové platničky	BRK	Brzdové platničky Ferodo	Brzdové platničky Ferodo, priemer 256 mm	Brzdové platničky značky Ferodo s priemerom 256 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Predná/Zadná náprava		Predná/Zadná náprava	Ľavá		EUR	23	57.62	70.87	88.89	109.33	54.3	0			€/ks		29	BA-01 Bratislava	Na ceste	2–3 dni	3	1	1	2	Sada v krabici	2–3 dni	1.20	1.46	256	256	31		256x256x31 mm	Škoda Octavia II (1Z) 2004–2013	2004	2013	ECE R90	8708.30	Čína	Nový	24							https://cdn.mmk.sk/img/mmk-brk-006550.jpg	https://cdn.mmk.sk/doc/mmk-brk-006550.pdf	áno	2026-06-02
6551	MMK-TYR-006551	8593297883712	GOO390467		95070	Goodyear	Goodyear	MotoMarket s.r.o.	Pneumatiky	Zimná pneumatika	TYR	Goodyear 185/60 R18 91W zimná	Zimná pneu Goodyear 185/60 R18 91W	Zimná pneumatika Goodyear 185/60 R18, nosnosť 91, rýchlosť W. EÚ štítok: palivo C, priľnavosť na mokre B, hluk 69 dB.	Rozmer	185/60 R18 91W				EUR	23	49.66	61.08	62.98	77.47	26.8	5	73.60		€/ks		0	KE-03 Košice	Na objednávku	7 dní	7	1	1	4	Fólia	7 dní	7.40	8.49	550	185	185		550x185x185 mm	Univerzálne			ECE R30	4011.10	Nemecko	Nový	24	Zimná	C	B	69			https://cdn.mmk.sk/img/mmk-tyr-006551.jpg	https://cdn.mmk.sk/doc/mmk-tyr-006551.pdf	nie	2026-06-02
6552	MMK-LGT-006552	8593661533489	VAL494357		16069	Valeo	Valeo	MotoMarket s.r.o.	Osvetlenie a viditeľnosť	Stierač (sada)	LGT	Stierač (sada) Valeo	Stierač (sada) Valeo	Stierač (sada) Valeo. Vysoká svietivosť / dokonalé stieranie, dlhá životnosť, schválené pre cestnú prevádzku (ECE).	Balenie	1 ks				EUR	23	31.08	38.23	49.24	60.57	58.4	0			€/ks		377	ZA-02 Žilina	Skladom	24 h	1	1	1	1	Kartón	24 h	0.43	0.50	435	48	29		435x48x29 mm	Toyota Corolla E170 2013–2019	2013	2019	ECE R37/R112	8512.20	Turecko	Nový	12							https://cdn.mmk.sk/img/mmk-lgt-006552.jpg	https://cdn.mmk.sk/doc/mmk-lgt-006552.pdf	áno	2026-06-02
6553	MMK-PRT-006553	8590575899786	FAG791139	OE9664937;OE7875622	93886	FAG	FAG	MotoMarket s.r.o.	Náhradné diely	Ložisko kolesa	PRT	Ložisko kolesa FAG	Ložisko kolesa FAG	Ložisko kolesa FAG. Presné lícovanie podľa OE špecifikácie, overená spoľahlivosť a životnosť.	Motor		Motor			EUR	23	76.62	94.24	108.12	132.99	41.1	15	113.04		€/ks		73	BA-01 Bratislava	Skladom	24 h	1	1	2	1	Sada v krabici	24 h	1.71	1.86	398	88	157		398x88x157 mm	Volkswagen Golf VI (5K) 2008–2013	2008	2013		8708.99	Španielsko	Nový	24							https://cdn.mmk.sk/img/mmk-prt-006553.jpg	https://cdn.mmk.sk/doc/mmk-prt-006553.pdf	nie	2026-06-02
6554	MMK-PRT-006554	8592286504911	BOS906128	OE8335607;OE5808281;OE7156558	64299	Bosch	Bosch	MotoMarket s.r.o.	Náhradné diely	Zapaľovacia sviečka	PRT	Zapaľovacia sviečka Bosch	Zapaľovacia sviečka Bosch	Zapaľovacia sviečka Bosch. Presné lícovanie podľa OE špecifikácie, overená spoľahlivosť a životnosť.	Predná náprava		Predná náprava	Pravá		EUR	23	10.44	12.84	15.77	19.40	51.1	0			€/ks		30	BA-01 Bratislava	Skladom	24 h	1	10	1	4	Fólia	24 h	8.05	9.76	163	285	232		163x285x232 mm	Dacia Duster I 2010–2018	2010	2018		8708.99	Japonsko	Nový	24							https://cdn.mmk.sk/img/mmk-prt-006554.jpg	https://cdn.mmk.sk/doc/mmk-prt-006554.pdf	nie	2026-06-02
6555	MMK-PRT-006555	8594095688462	LUK910932	OE4091238;OE5978702;OE9412817	10761	LuK	LuK	MotoMarket s.r.o.	Náhradné diely	Spojková sada	PRT	Spojková sada LuK	Spojková sada LuK	Spojková sada LuK. Presné lícovanie podľa OE špecifikácie, overená spoľahlivosť a životnosť.	Motor		Motor	Sada		EUR	23	292.92	360.29	397.72	489.20	35.8	0			€/ks		11	DC-WIEN Viedeň	Na ceste	2–3 dni	3	1	4	1	Blister	2–3 dni	7.32	8.93	153	202	131		153x202x131 mm	Peugeot 308 II 2013–2021	2013	2021		8708.99	Poľsko	Nový	24							https://cdn.mmk.sk/img/mmk-prt-006555.jpg	https://cdn.mmk.sk/doc/mmk-prt-006555.pdf	áno	2026-06-02
6556	MMK-BRK-006556	8598848660118	BRE449491	OE1548521	88509	Brembo	Brembo	MotoMarket s.r.o.	Brzdový systém	Brzdové kotúče	BRK	Brzdové kotúče Brembo	Brzdové kotúče Brembo, priemer 330 mm	Brzdové kotúče značky Brembo s priemerom 330 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Predná/Zadná náprava		Predná/Zadná náprava	Pravá		EUR	23	30.52	37.54	45.70	56.21	49.7	5	53.40		€/ks		230	DC-WIEN Viedeň	Skladom	24 h	1	2	1	1	Kartón	24 h	7.31	9.09	330	330	76		330x330x76 mm	Volkswagen Golf VI (5K) 2008–2013	2008	2013	ECE R90	8708.30	Turecko	Nový	24							https://cdn.mmk.sk/img/mmk-brk-006556.jpg	https://cdn.mmk.sk/doc/mmk-brk-006556.pdf	áno	2026-06-02
6557	MMK-PRT-006557	8596030853867	VAL874726	OE8810448;OE1313897;OE6925240	32797	Valeo	Valeo	MotoMarket s.r.o.	Náhradné diely	Alternátor	PRT	Alternátor Valeo	Alternátor Valeo	Alternátor Valeo. Presné lícovanie podľa OE špecifikácie, overená spoľahlivosť a životnosť. Repasovaný diel s vratnou zálohou.	Zadná náprava		Zadná náprava			EUR	23	145.94	179.51	225.86	277.81	54.8	0			€/ks	35.85	4	DC-WIEN Viedeň	Na ceste	2–3 dni	3	1	1	1	Sada v krabici	2–3 dni	2.75	3.21	240	272	143		240x272x143 mm	Ford Focus III 2010–2018	2010	2018		8708.99	Japonsko	Repasovaný	24							https://cdn.mmk.sk/img/mmk-prt-006557.jpg	https://cdn.mmk.sk/doc/mmk-prt-006557.pdf	áno	2026-06-02
6558	MMK-BRK-006558	8597154694961	BRE329610	OE9031407;OE5737479;OE2574131	16247	Brembo	Brembo	MotoMarket s.r.o.	Brzdový systém	Brzdové kotúče	BRK	Brzdové kotúče Brembo	Brzdové kotúče Brembo, priemer 288 mm	Brzdové kotúče značky Brembo s priemerom 288 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Predná/Zadná náprava		Predná/Zadná náprava			EUR	23	52.96	65.14	76.84	94.51	45.1	10	85.06		€/ks		0	KE-03 Košice	Na objednávku	7 dní	7	5	1	2	Kartón	7 dní	2.50	2.81	288	288	23		288x288x23 mm	Renault Mégane III 2008–2016	2008	2016	ECE R90	8708.30	Turecko	Nový	24							https://cdn.mmk.sk/img/mmk-brk-006558.jpg	https://cdn.mmk.sk/doc/mmk-brk-006558.pdf	áno	2026-06-02
6559	MMK-BRK-006559	8596096060452	BOS407354	OE5724655;OE1582537;OE2657215	93294	Bosch	Bosch	MotoMarket s.r.o.	Brzdový systém	Brzdové čeľuste	BRK	Brzdové čeľuste Bosch	Brzdové čeľuste Bosch, priemer 300 mm	Brzdové čeľuste značky Bosch s priemerom 300 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Zadná náprava		Zadná náprava	Ľavá		EUR	23	30.10	37.02	41.15	50.61	36.7	0			€/ks		378	KE-03 Košice	Skladom	24 h	1	4	1	1	Blister	24 h	2.69	3.10	300	300	59		300x300x59 mm	Audi A4 B8 2007–2015	2007	2015	ECE R90	8708.30	Slovensko	Nový	24							https://cdn.mmk.sk/img/mmk-brk-006559.jpg	https://cdn.mmk.sk/doc/mmk-brk-006559.pdf	áno	2026-06-02
6560	MMK-FLT-006560	8592445339156	HEN936655	OE8934152	87884	Hengst	Hengst	MotoMarket s.r.o.	Filtre	Olejový filter	FLT	Olejový filter Hengst	Olejový filter Hengst, typ Štandard	Olejový filter Hengst (Štandard). Presná lícovacia geometria, vysoká filtračná účinnosť a dlhá životnosť podľa servisných intervalov výrobcu.	Typ filtra	Štandard				EUR	23	12.49	15.36	18.02	22.16	44.3	0			€/ks		0	ZA-02 Žilina	Na objednávku	10 dní	10	10	1	1	Blister	10 dní	1.19	1.28	146	249	102		146x249x102 mm	Ford Mondeo IV 2007–2014	2007	2014	ISO 4548	8421.23	Turecko	Nový	24							https://cdn.mmk.sk/img/mmk-flt-006560.jpg	https://cdn.mmk.sk/doc/mmk-flt-006560.pdf	áno	2026-06-02
6561	MMK-FLU-006561	8594221748688	VAL27932		78501	Valvoline	Valvoline	MotoMarket s.r.o.	Prevádzkové kvapaliny	Motorový olej	FLU	Motorový olej Valvoline 5W-40 20 L	Syntetický olej Valvoline 5W-40, balenie 20 L	Plne syntetický motorový olej Valvoline 5W-40. Normy ACEA A3/B4, API SP, schválenia VW/MB/BMW. Balenie 20 L.	Viskozita/Balenie	5W-40 / 20 L				EUR	23	95.51	117.48	134.88	165.90	41.2	0		8.29	€/L		311	KE-03 Košice	Skladom	24 h	1	1	1	1	Blister	24 h	18.50	21.77	118	261	175	20.00	118x261x175 mm	Univerzálne			ACEA A3/B4 / API SP	3819.00	Slovensko	Nový	0					5W-40	ACEA A3/B4, API SP	https://cdn.mmk.sk/img/mmk-flu-006561.jpg	https://cdn.mmk.sk/doc/mmk-flu-006561.pdf	nie	2026-06-02
6562	MMK-BRK-006562	8594674453580	CIF297488	OE6789863;OE1396428;OE5232909	99302	Cifam	Cifam	MotoMarket s.r.o.	Brzdový systém	Brzdový strmeň	BRK	Brzdový strmeň Cifam	Brzdový strmeň Cifam, priemer 312 mm	Brzdový strmeň značky Cifam s priemerom 312 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Os kolesa		Os kolesa	Pravá		EUR	23	134.71	165.69	203.99	250.91	51.4	5	238.36		€/ks	50.91	55	BA-01 Bratislava	Skladom	24 h	1	4	2	1	Blister	24 h	1.05	1.16	312	312	20		312x312x20 mm	Opel Astra J 2009–2015	2009	2015	ECE R90	8708.30	Čína	Nový	24							https://cdn.mmk.sk/img/mmk-brk-006562.jpg	https://cdn.mmk.sk/doc/mmk-brk-006562.pdf	áno	2026-06-02
6563	MMK-FLT-006563	8598238614844	MAH34150	OE9564677;OE8416357	85262	Mahle	Mahle	MotoMarket s.r.o.	Filtre	Kabínový filter	FLT	Kabínový filter Mahle	Kabínový filter Mahle, typ Aktívne uhlie	Kabínový filter Mahle (Aktívne uhlie). Presná lícovacia geometria, vysoká filtračná účinnosť a dlhá životnosť podľa servisných intervalov výrobcu.	Typ filtra	Aktívne uhlie				EUR	23	23.24	28.59	33.47	41.17	44.0	0			€/ks		402	DC-WIEN Viedeň	Skladom	24 h	1	5	1	2	Blister	24 h	1.36	1.52	285	250	37		285x250x37 mm	Opel Astra J 2009–2015	2009	2015	ISO 4548	8421.23	Čína	Nový	24							https://cdn.mmk.sk/img/mmk-flt-006563.jpg	https://cdn.mmk.sk/doc/mmk-flt-006563.pdf	áno	2026-06-02
6564	MMK-ACC-006564	8599606379648	PET781948		94120	Petex	Petex	MotoMarket s.r.o.	Autodoplnky	Gumové koberce (sada)	ACC	Gumové koberce (sada) Petex	Gumové koberce (sada) Petex, sivá	Gumové koberce (sada) Petex. Kvalitné spracovanie, jednoduchá montáž, univerzálne alebo modelovo špecifické prevedenie.	Prevedenie	Sivá			Sivá	EUR	23	39.61	48.72	58.00	71.34	46.4	10	64.21		€/ks		27	KE-03 Košice	Na ceste	2–3 dni	3	5	1	1	Sada v krabici	2–3 dni	2.76	3.43	57	306	252		57x306x252 mm	Univerzálne				8708.29	Taliansko	Nový	12							https://cdn.mmk.sk/img/mmk-acc-006564.jpg	https://cdn.mmk.sk/doc/mmk-acc-006564.pdf	nie	2026-06-02
6565	MMK-PRT-006565	8598931518074	VAL419477	OE5814390;OE9511498;OE4542077	18415	Valeo	Valeo	MotoMarket s.r.o.	Náhradné diely	Spojková sada	PRT	Spojková sada Valeo	Spojková sada Valeo	Spojková sada Valeo. Presné lícovanie podľa OE špecifikácie, overená spoľahlivosť a životnosť.				Ľavá		EUR	23	248.72	305.93	324.34	398.94	30.4	0			€/ks		15	DC-WIEN Viedeň	Na ceste	2–3 dni	3	5	1	2	Kartón	2–3 dni	9.26	11.10	156	84	124		156x84x124 mm	Ford Focus III 2010–2018	2010	2018		8708.99	Taliansko	Nový	24							https://cdn.mmk.sk/img/mmk-prt-006565.jpg	https://cdn.mmk.sk/doc/mmk-prt-006565.pdf	áno	2026-06-02
6566	MMK-PRT-006566	8593578673797	SAC867372	OE2794816;OE4946097;OE6341622	23060	Sachs	Sachs	MotoMarket s.r.o.	Náhradné diely	Spojková sada	PRT	Spojková sada Sachs	Spojková sada Sachs	Spojková sada Sachs. Presné lícovanie podľa OE špecifikácie, overená spoľahlivosť a životnosť.	Predná náprava		Predná náprava	Pravá		EUR	23	285.65	351.35	422.93	520.20	48.1	15	442.17		€/ks		87	DC-WIEN Viedeň	Skladom	24 h	1	1	4	2	Blister	24 h	4.02	4.59	143	85	123		143x85x123 mm	Škoda Octavia II (1Z) 2004–2013	2004	2013		8708.99	Čína	Nový	24							https://cdn.mmk.sk/img/mmk-prt-006566.jpg	https://cdn.mmk.sk/doc/mmk-prt-006566.pdf	áno	2026-06-02
6567	MMK-PRT-006567	8599751161501	SKF885198	OE8017269;OE6488721	11379	SKF	SKF	MotoMarket s.r.o.	Náhradné diely	Vodná pumpa	PRT	Vodná pumpa SKF	Vodná pumpa SKF	Vodná pumpa SKF. Presné lícovanie podľa OE špecifikácie, overená spoľahlivosť a životnosť.				Pravá		EUR	23	68.78	84.60	100.24	123.30	45.7	0			€/ks		274	ZA-02 Žilina	Skladom	24 h	1	4	4	1	Fólia	24 h	4.26	4.67	255	252	105		255x252x105 mm	Dacia Duster I 2010–2018	2010	2018		8708.99	Nemecko	Nový	24							https://cdn.mmk.sk/img/mmk-prt-006567.jpg	https://cdn.mmk.sk/doc/mmk-prt-006567.pdf	áno	2026-06-02
6568	MMK-BRK-006568	8595238302740	ZIM67304	OE1463406;OE9020950;OE2410373	99769	Zimmermann	Zimmermann	MotoMarket s.r.o.	Brzdový systém	Brzdové kotúče	BRK	Brzdové kotúče Zimmermann	Brzdové kotúče Zimmermann, priemer 288 mm	Brzdové kotúče značky Zimmermann s priemerom 288 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Predná/Zadná náprava		Predná/Zadná náprava			EUR	23	70.19	86.33	95.32	117.24	35.8	0			€/ks		0	BA-01 Bratislava	Na objednávku	10 dní	10	1	2	1	Kartón	10 dní	3.45	3.94	288	288	18		288x288x18 mm	Opel Astra J 2009–2015	2009	2015	ECE R90	8708.30	Japonsko	Nový	24							https://cdn.mmk.sk/img/mmk-brk-006568.jpg	https://cdn.mmk.sk/doc/mmk-brk-006568.pdf	nie	2026-06-02
6569	MMK-FLT-006569	8592672001888	BOS947712	OE6132637;OE4208320;OE7031558	85006	Bosch	Bosch	MotoMarket s.r.o.	Filtre	Vzduchový filter	FLT	Vzduchový filter Bosch	Vzduchový filter Bosch, typ Vysoký prietok	Vzduchový filter Bosch (Vysoký prietok). Presná lícovacia geometria, vysoká filtračná účinnosť a dlhá životnosť podľa servisných intervalov výrobcu.	Typ filtra	Vysoký prietok				EUR	23	24.93	30.66	35.83	44.07	43.7	5	41.87		€/ks		223	KE-03 Košice	Skladom	24 h	1	1	1	4	Blister	24 h	0.36	0.38	153	235	74		153x235x74 mm	Ford Focus III 2010–2018	2010	2018	ISO 4548	8421.23	Francúzsko	Nový	24							https://cdn.mmk.sk/img/mmk-flt-006569.jpg	https://cdn.mmk.sk/doc/mmk-flt-006569.pdf	áno	2026-06-02
