riadok_id	dodavatelsky_kod	ean	mpn	oe_cisla	tecdoc_id	znacka	vyrobca	dodavatel	kategoria	podkategoria	kategoria_kod	nazov_produktu	kratky_popis	dlhy_popis	typ_variantu	hodnota_variantu	pozicia_montaze	strana	farba	mena	dph_sadzba_pct	voc_bez_dph	voc_s_dph	moc_bez_dph	moc_s_dph	marza_pct	rabat_pct	akciova_cena_s_dph	cena_za_jednotku	jednotka_ceny	zaloha_za_diel	sklad_mnozstvo	sklad_lokalita	dostupnost	doba_dodania	doba_dodania_dni	min_objednavka	objednavkovy_nasobok	ks_v_baleni	balenie_typ	expedicia_do	hmotnost_netto_kg	hmotnost_brutto_kg	dlzka_mm	sirka_mm	vyska_mm	objem_l	rozmery_text	kompatibilita_vozidla	rok_vyroby_od	rok_vyroby_do	norma_certifikat	colny_kod_hs	krajina_povodu	stav_tovaru	zaruka_mesiace	pneu_sezonnost	eu_stitok_palivo	eu_stitok_prilnavost	eu_stitok_hluk_db	olej_viskozita	olej_norma	obrazok_url	datasheet_url	aktivny	datum_aktualizacie
5323	MDS-PRT-005323	8592238659683	VAL592520	OE8528295;OE6971131	42231	Valeo	Valeo	MotoDiely SK s.r.o.	Náhradné diely	Spojková sada	PRT	Spojková sada Valeo	Spojková sada Valeo	Spojková sada Valeo. Presné lícovanie podľa OE špecifikácie, overená spoľahlivosť a životnosť.	Zadná náprava		Zadná náprava	Sada		EUR	23	185.96	228.73	270.54	332.76	45.5	0			€/ks		319	DC-PRG Praha	Skladom	24 h	1	1	1	1	Blister	24 h	0.97	1.02	61	193	102		61x193x102 mm	Volkswagen Golf VI (5K) 2008–2013	2008	2013		8708.99	Turecko	Nový	24							https://cdn.mds.sk/img/mds-prt-005323.jpg	https://cdn.mds.sk/doc/mds-prt-005323.pdf	áno	2026-06-02
5324	MDS-RIM-005324	8590771773224	ALC14057		15091	Alcar	Alcar	MotoDiely SK s.r.o.	Disky	Hliníkový disk	RIM	Hliníkový disk Alcar 8.0Jx16 5x108 ET45	Hliníkový disk Alcar 8.0Jx16, 5x108, ET45	Hliníkový disk Alcar, 8.0Jx16, rozteč 5x108, ET45. Certifikované (TÜV), vhodné na celoročné použitie, povrchová úprava lakovaním.	Rozmer	8.0Jx16 5x108 ET45				EUR	23	115.61	142.20	157.49	193.71	36.2	10	174.34		€/ks		0	BA-01 Bratislava	Na objednávku	7 dní	7	1	4	2	Fólia	7 dní	7.30	8.51	450	450	200		450x450x200 mm	Univerzálne			TÜV / ECE	8708.70	Česko	Nový	24							https://cdn.mds.sk/img/mds-rim-005324.jpg	https://cdn.mds.sk/doc/mds-rim-005324.pdf	áno	2026-06-02
5325	MDS-FLT-005325	8595181344101	MAH517048	OE5645771;OE9796512;OE3347400	91624	Mahle	Mahle	MotoDiely SK s.r.o.	Filtre	Olejový filter	FLT	Olejový filter Mahle	Olejový filter Mahle, typ Štandard	Olejový filter Mahle (Štandard). Presná lícovacia geometria, vysoká filtračná účinnosť a dlhá životnosť podľa servisných intervalov výrobcu.	Typ filtra	Štandard				EUR	23	10.03	12.34	15.54	19.11	54.9	15	16.24		€/ks		0	DC-PRG Praha	Na objednávku	10 dní	10	10	1	2	Fólia	10 dní	0.22	0.25	106	84	120		106x84x120 mm	BMW 5 F10 2010–2017	2010	2017	ISO 4548	8421.23	Turecko	Nový	24							https://cdn.mds.sk/img/mds-flt-005325.jpg	https://cdn.mds.sk/doc/mds-flt-005325.pdf	áno	2026-06-02
5326	MDS-RIM-005326	8594095905965	ALC17951		25978	Alcar	Alcar	MotoDiely SK s.r.o.	Disky	Hliníkový disk	RIM	Hliníkový disk Alcar 6.0Jx17 5x114,3 ET50	Hliníkový disk Alcar 6.0Jx17, 5x114,3, ET50	Hliníkový disk Alcar, 6.0Jx17, rozteč 5x114,3, ET50. Certifikované (TÜV), vhodné na celoročné použitie, povrchová úprava lakovaním.	Rozmer	6.0Jx17 5x114,3 ET50				EUR	23	128.55	158.12	191.34	235.35	48.8	15	200.05		€/ks		105	ZA-02 Žilina	Skladom	24 h	1	2	1	4	Blister	24 h	7.40	9.18	475	475	150		475x475x150 mm	Univerzálne			TÜV / ECE	8708.70	Turecko	Nový	24							https://cdn.mds.sk/img/mds-rim-005326.jpg	https://cdn.mds.sk/doc/mds-rim-005326.pdf	áno	2026-06-02
5327	MDS-LGT-005327	8594572769905	OSR548095		27710	Osram	Osram	MotoDiely SK s.r.o.	Osvetlenie a viditeľnosť	Žiarovka H7	LGT	Žiarovka H7 Osram	Žiarovka H7 Osram	Žiarovka H7 Osram. Vysoká svietivosť / dokonalé stieranie, dlhá životnosť, schválené pre cestnú prevádzku (ECE).	Balenie	2 ks (pár)				EUR	23	5.67	6.97	8.78	10.80	54.9	0			€/ks		0	DC-PRG Praha	Na objednávku	14 dní	14	1	2	1	Blister	14 dní	0.64	0.75	569	53	60		569x53x60 mm	Volkswagen Golf VII 2012–2020	2012	2020	ECE R37/R112	8512.20	Španielsko	Nový	12							https://cdn.mds.sk/img/mds-lgt-005327.jpg	https://cdn.mds.sk/doc/mds-lgt-005327.pdf	áno	2026-06-02
5328	MDS-PRT-005328	8592221540707	BOS805344	OE2093666;OE3111981	21789	Bosch	Bosch	MotoDiely SK s.r.o.	Náhradné diely	Zapaľovacia sviečka	PRT	Zapaľovacia sviečka Bosch	Zapaľovacia sviečka Bosch	Zapaľovacia sviečka Bosch. Presné lícovanie podľa OE špecifikácie, overená spoľahlivosť a životnosť.	Zadná náprava		Zadná náprava	Pravá		EUR	23	9.62	11.83	13.80	16.97	43.5	10	15.27		€/ks		0	KE-03 Košice	Na objednávku	14 dní	14	10	1	1	Kartón	14 dní	1.92	2.06	231	214	50		231x214x50 mm	Kia Ceed II (JD) 2012–2018	2012	2018		8708.99	Francúzsko	Nový	24							https://cdn.mds.sk/img/mds-prt-005328.jpg	https://cdn.mds.sk/doc/mds-prt-005328.pdf	áno	2026-06-02
5329	MDS-LGT-005329	8593607416197	VAL275125		19976	Valeo	Valeo	MotoDiely SK s.r.o.	Osvetlenie a viditeľnosť	Stierač (sada)	LGT	Stierač (sada) Valeo	Stierač (sada) Valeo	Stierač (sada) Valeo. Vysoká svietivosť / dokonalé stieranie, dlhá životnosť, schválené pre cestnú prevádzku (ECE).	Balenie	Sada				EUR	23	30.75	37.82	40.28	49.54	31.0	15	42.11		€/ks		44	DC-PRG Praha	Skladom	24 h	1	4	4	4	Fólia	24 h	0.16	0.18	328	30	50		328x30x50 mm	Hyundai i30 II (GD) 2011–2017	2011	2017	ECE R37/R112	8512.20	Slovensko	Nový	12							https://cdn.mds.sk/img/mds-lgt-005329.jpg	https://cdn.mds.sk/doc/mds-lgt-005329.pdf	nie	2026-06-02
5330	MDS-BAT-005330	8595624269749	BOS622791		59729	Bosch	Bosch	MotoDiely SK s.r.o.	Elektrika	Autobatéria	BAT	Autobatéria Bosch 60 Ah 12V 540A	Autobatéria Bosch 60 Ah, štart. prúd 540 A	Štartovacia batéria Bosch 60 Ah, 12 V, štartovací prúd 540 A. Bezúdržbová, vhodná pre vozidlá so systémom štart-stop.	Kapacita	60 Ah				EUR	23	144.14	177.29	175.51	215.88	21.8	0			€/ks	10.85	318	DC-PRG Praha	Skladom	24 h	1	1	1	2	Kartón	24 h	15.70	17.17	242	175	190		242x175x190 mm	BMW 3 E90 2005–2012	2005	2012	EN 50342	8507.10	Česko	Nový	24							https://cdn.mds.sk/img/mds-bat-005330.jpg	https://cdn.mds.sk/doc/mds-bat-005330.pdf	áno	2026-06-02
5331	MDS-FLU-005331	8599526338442	LIQ896443		30764	Liqui Moly	Liqui Moly	MotoDiely SK s.r.o.	Prevádzkové kvapaliny	Motorový olej	FLU	Motorový olej Liqui Moly 10W-40 4 L	Syntetický olej Liqui Moly 10W-40, balenie 4 L	Plne syntetický motorový olej Liqui Moly 10W-40. Normy ACEA C3, API SP, schválenia VW/MB/BMW. Balenie 4 L.	Viskozita/Balenie	10W-40 / 4 L				EUR	23	48.25	59.35	64.57	79.42	33.8	0		19.86	€/L		47	DC-WIEN Viedeň	Skladom	24 h	1	2	4	1	Plastová nádoba	24 h	3.80	4.06	250	269	161	4.00	250x269x161 mm	Univerzálne			ACEA C3 / API SP	3819.00	Španielsko	Nový	0					10W-40	ACEA C3, API SP	https://cdn.mds.sk/img/mds-flu-005331.jpg	https://cdn.mds.sk/doc/mds-flu-005331.pdf	áno	2026-06-02
5332	MDS-BRK-005332	8597391295037	TRW312826	OE8760951;OE1669022;OE5490020	34726	TRW	TRW	MotoDiely SK s.r.o.	Brzdový systém	Brzdový strmeň	BRK	Brzdový strmeň TRW	Brzdový strmeň TRW, priemer 330 mm	Brzdový strmeň značky TRW s priemerom 330 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Os kolesa		Os kolesa	Ľavá		EUR	23	155.11	190.79	215.76	265.38	39.1	0			€/ks	34.38	432	DC-WIEN Viedeň	Skladom	24 h	1	4	1	1	Plastová nádoba	24 h	1.68	2.03	330	330	40		330x330x40 mm	Dacia Duster I 2010–2018	2010	2018	ECE R90	8708.30	Turecko	Nový	24							https://cdn.mds.sk/img/mds-brk-005332.jpg	https://cdn.mds.sk/doc/mds-brk-005332.pdf	áno	2026-06-02
5333	MDS-ACC-005333	8591400564947	BOT815576		51810	Bottari	Bottari	MotoDiely SK s.r.o.	Autodoplnky	Štartovacie káble	ACC	Štartovacie káble Bottari	Štartovacie káble Bottari, —	Štartovacie káble Bottari. Kvalitné spracovanie, jednoduchá montáž, univerzálne alebo modelovo špecifické prevedenie.	Prevedenie	—			—	EUR	23	14.59	17.95	23.56	28.98	61.5	0			€/ks		0	BA-01 Bratislava	Na objednávku	10 dní	10	5	4	1	Blister	10 dní	8.10	9.25	263	251	136		263x251x136 mm	Univerzálne				8708.29	Poľsko	Nový	12							https://cdn.mds.sk/img/mds-acc-005333.jpg	https://cdn.mds.sk/doc/mds-acc-005333.pdf	áno	2026-06-02
5334	MDS-FLU-005334	8592007062492	SHE301967		32521	Sheron	Sheron	MotoDiely SK s.r.o.	Prevádzkové kvapaliny	Kvapalina do ostrekovačov	FLU	Kvapalina do ostrekovačov Sheron 3 L	Kvapalina do ostrekovačov Sheron, 3 L, —	Kvapalina do ostrekovačov Sheron, norma —, balenie 3 L. Pripravená na priame použitie, v súlade s technickými špecifikáciami výrobcov vozidiel.	Balenie	3 L				EUR	23	3.54	4.35	4.97	6.11	40.4	10	5.50	2.04	€/L		153	KE-03 Košice	Skladom	24 h	1	1	1	4	Sada v krabici	24 h	3.13	3.58	159	177	176	3.00	159x177x176 mm	Univerzálne			—	3819.00	Taliansko	Nový	0							https://cdn.mds.sk/img/mds-flu-005334.jpg	https://cdn.mds.sk/doc/mds-flu-005334.pdf	áno	2026-06-02
5335	MDS-BRK-005335	8592835197625	CIF28322	OE8743254;OE9784308;OE7402719	46945	Cifam	Cifam	MotoDiely SK s.r.o.	Brzdový systém	Brzdový strmeň	BRK	Brzdový strmeň Cifam	Brzdový strmeň Cifam, priemer 312 mm	Brzdový strmeň značky Cifam s priemerom 312 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Os kolesa		Os kolesa	Pravá		EUR	23	132.83	163.38	185.50	228.16	39.7	0			€/ks	20.55	0	DC-PRG Praha	Na objednávku	10 dní	10	2	1	2	Kartón	10 dní	6.41	7.84	312	312	89		312x312x89 mm	BMW 5 F10 2010–2017	2010	2017	ECE R90	8708.30	Nemecko	Nový	24							https://cdn.mds.sk/img/mds-brk-005335.jpg	https://cdn.mds.sk/doc/mds-brk-005335.pdf	nie	2026-06-02
5336	MDS-ACC-005336	8594045494983	KEG463617		24948	Kegel	Kegel	MotoDiely SK s.r.o.	Autodoplnky	Autopoťahy (sada)	ACC	Autopoťahy (sada) Kegel	Autopoťahy (sada) Kegel, čierna	Autopoťahy (sada) Kegel. Kvalitné spracovanie, jednoduchá montáž, univerzálne alebo modelovo špecifické prevedenie.	Prevedenie	Čierna			Čierna	EUR	23	39.52	48.61	57.74	71.02	46.1	0			€/ks		356	BA-01 Bratislava	Skladom	24 h	1	4	2	1	Plastová nádoba	24 h	8.50	10.32	233	343	96		233x343x96 mm	Univerzálne				8708.29	Nemecko	Nový	12							https://cdn.mds.sk/img/mds-acc-005336.jpg	https://cdn.mds.sk/doc/mds-acc-005336.pdf	áno	2026-06-02
5337	MDS-ACC-005337	8596875662327	HAP41332		56772	Hapro	Hapro	MotoDiely SK s.r.o.	Autodoplnky	Strešný box	ACC	Strešný box Hapro	Strešný box Hapro, sivá	Strešný box Hapro. Kvalitné spracovanie, jednoduchá montáž, univerzálne alebo modelovo špecifické prevedenie.	Prevedenie	Univerzál			Sivá	EUR	23	243.19	299.12	352.36	433.40	44.9	5	411.73		€/ks		0	DC-PRG Praha	Na objednávku	10 dní	10	1	1	2	Blister	10 dní	5.00	6.12	121	262	107		121x262x107 mm	Univerzálne				8708.29	Slovensko	Nový	12							https://cdn.mds.sk/img/mds-acc-005337.jpg	https://cdn.mds.sk/doc/mds-acc-005337.pdf	áno	2026-06-02
5338	MDS-FLU-005338	8590250402287	VAL401136		89260	Valvoline	Valvoline	MotoDiely SK s.r.o.	Prevádzkové kvapaliny	Motorový olej	FLU	Motorový olej Valvoline 5W-40 4 L	Syntetický olej Valvoline 5W-40, balenie 4 L	Plne syntetický motorový olej Valvoline 5W-40. Normy ACEA A3/B4, API SN, schválenia VW/MB/BMW. Balenie 4 L.	Viskozita/Balenie	5W-40 / 4 L				EUR	23	35.62	43.81	43.91	54.01	23.3	0		13.50	€/L		343	KE-03 Košice	Skladom	24 h	1	1	1	2	Plastová nádoba	24 h	3.80	4.24	287	295	144	4.00	287x295x144 mm	Univerzálne			ACEA A3/B4 / API SN	3819.00	Taliansko	Nový	0					5W-40	ACEA A3/B4, API SN	https://cdn.mds.sk/img/mds-flu-005338.jpg	https://cdn.mds.sk/doc/mds-flu-005338.pdf	nie	2026-06-02
5339	MDS-FLU-005339	8592711605725	SHE339901		51785	Shell	Shell	MotoDiely SK s.r.o.	Prevádzkové kvapaliny	Motorový olej	FLU	Motorový olej Shell 10W-40 5 L	Syntetický olej Shell 10W-40, balenie 5 L	Plne syntetický motorový olej Shell 10W-40. Normy ACEA A3/B4, API SN PLUS, schválenia VW/MB/BMW. Balenie 5 L.	Viskozita/Balenie	10W-40 / 5 L				EUR	23	46.97	57.77	66.03	81.22	40.6	5	77.16	16.24	€/L		0	KE-03 Košice	Na objednávku	14 dní	14	1	2	2	Blister	14 dní	4.70	5.18	256	223	375	5.00	256x223x375 mm	Univerzálne			ACEA A3/B4 / API SN PLUS	3819.00	Česko	Nový	0					10W-40	ACEA A3/B4, API SN PLUS	https://cdn.mds.sk/img/mds-flu-005339.jpg	https://cdn.mds.sk/doc/mds-flu-005339.pdf	áno	2026-06-02
5340	MDS-FLT-005340	8596094993141	MAN226393	OE9852619;OE2663420	23013	Mann-Filter	Mann-Filter	MotoDiely SK s.r.o.	Filtre	Vzduchový filter	FLT	Vzduchový filter Mann-Filter	Vzduchový filter Mann-Filter, typ Aktívne uhlie	Vzduchový filter Mann-Filter (Aktívne uhlie). Presná lícovacia geometria, vysoká filtračná účinnosť a dlhá životnosť podľa servisných intervalov výrobcu.	Typ filtra	Aktívne uhlie				EUR	23	8.83	10.86	12.31	15.14	39.4	0			€/ks		0	KE-03 Košice	Na objednávku	7 dní	7	4	1	1	Fólia	7 dní	0.20	0.21	179	119	47		179x119x47 mm	Mercedes-Benz C W204 2007–2014	2007	2014	ISO 4548	8421.23	Španielsko	Nový	24							https://cdn.mds.sk/img/mds-flt-005340.jpg	https://cdn.mds.sk/doc/mds-flt-005340.pdf	nie	2026-06-02
5341	MDS-LGT-005341	8592453571678	OSR35661		18378	Osram	Osram	MotoDiely SK s.r.o.	Osvetlenie a viditeľnosť	Žiarovka LED	LGT	Žiarovka LED Osram	Žiarovka LED Osram	Žiarovka LED Osram. Vysoká svietivosť / dokonalé stieranie, dlhá životnosť, schválené pre cestnú prevádzku (ECE).	Balenie	Sada				EUR	23	20.04	24.65	29.45	36.22	47.0	10	32.60		€/ks		258	DC-WIEN Viedeň	Skladom	24 h	1	4	1	1	Kartón	24 h	0.55	0.68	281	24	57		281x24x57 mm	BMW 3 E90 2005–2012	2005	2012	ECE R37/R112	8512.20	Francúzsko	Nový	12							https://cdn.mds.sk/img/mds-lgt-005341.jpg	https://cdn.mds.sk/doc/mds-lgt-005341.pdf	áno	2026-06-02
5342	MDS-FLU-005342	8592430235418	CAS417503		83942	Castrol	Castrol	MotoDiely SK s.r.o.	Prevádzkové kvapaliny	Motorový olej	FLU	Motorový olej Castrol 15W-40 20 L	Syntetický olej Castrol 15W-40, balenie 20 L	Plne syntetický motorový olej Castrol 15W-40. Normy ACEA A3/B4, API SN, schválenia VW/MB/BMW. Balenie 20 L.	Viskozita/Balenie	15W-40 / 20 L				EUR	23	128.78	158.40	161.85	199.08	25.7	0		9.95	€/L		0	DC-PRG Praha	Na objednávku	7 dní	7	1	1	2	Sada v krabici	7 dní	18.50	20.18	137	275	328	20.00	137x275x328 mm	Univerzálne			ACEA A3/B4 / API SN	3819.00	Francúzsko	Nový	0					15W-40	ACEA A3/B4, API SN	https://cdn.mds.sk/img/mds-flu-005342.jpg	https://cdn.mds.sk/doc/mds-flu-005342.pdf	áno	2026-06-02
5343	MDS-ACC-005343	8597483740582	KEG318608		89467	Kegel	Kegel	MotoDiely SK s.r.o.	Autodoplnky	Autopoťahy (sada)	ACC	Autopoťahy (sada) Kegel	Autopoťahy (sada) Kegel, béžová	Autopoťahy (sada) Kegel. Kvalitné spracovanie, jednoduchá montáž, univerzálne alebo modelovo špecifické prevedenie.	Prevedenie	Béžová			Béžová	EUR	23	91.22	112.20	147.67	181.63	61.9	0			€/ks		236	BA-01 Bratislava	Skladom	24 h	1	1	1	1	Sada v krabici	24 h	7.61	8.07	539	268	138		539x268x138 mm	Univerzálne				8708.29	Poľsko	Nový	12							https://cdn.mds.sk/img/mds-acc-005343.jpg	https://cdn.mds.sk/doc/mds-acc-005343.pdf	áno	2026-06-02
5344	MDS-RIM-005344	8591221125921	OE122744		15340	OE	OE	MotoDiely SK s.r.o.	Disky	Hliníkový disk	RIM	Hliníkový disk OE 7.0Jx18 5x114,3 ET40	Hliníkový disk OE 7.0Jx18, 5x114,3, ET40	Hliníkový disk OE, 7.0Jx18, rozteč 5x114,3, ET40. Certifikované (TÜV), vhodné na celoročné použitie, povrchová úprava lakovaním.	Rozmer	7.0Jx18 5x114,3 ET40				EUR	23	116.72	143.57	165.82	203.96	42.1	0			€/ks		278	DC-PRG Praha	Skladom	24 h	1	1	1	1	Plastová nádoba	24 h	9.10	11.09	500	500	175		500x500x175 mm	Univerzálne			TÜV / ECE	8708.70	Turecko	Nový	24							https://cdn.mds.sk/img/mds-rim-005344.jpg	https://cdn.mds.sk/doc/mds-rim-005344.pdf	nie	2026-06-02
5345	MDS-PRT-005345	8599596809163	BOS987350	OE6469702	45151	Bosch	Bosch	MotoDiely SK s.r.o.	Náhradné diely	Zapaľovacia cievka	PRT	Zapaľovacia cievka Bosch	Zapaľovacia cievka Bosch	Zapaľovacia cievka Bosch. Presné lícovanie podľa OE špecifikácie, overená spoľahlivosť a životnosť.	Motor		Motor			EUR	23	27.80	34.19	36.90	45.39	32.7	5	43.12		€/ks		0	KE-03 Košice	Na objednávku	10 dní	10	4	4	2	Sada v krabici	10 dní	4.98	6.03	283	179	211		283x179x211 mm	Opel Astra J 2009–2015	2009	2015		8708.99	Nemecko	Nový	24							https://cdn.mds.sk/img/mds-prt-005345.jpg	https://cdn.mds.sk/doc/mds-prt-005345.pdf	áno	2026-06-02
5346	MDS-PRT-005346	8591809171760	VAL912993	OE2763620	21560	Valeo	Valeo	MotoDiely SK s.r.o.	Náhradné diely	Štartér	PRT	Štartér Valeo	Štartér Valeo	Štartér Valeo. Presné lícovanie podľa OE špecifikácie, overená spoľahlivosť a životnosť. Repasovaný diel s vratnou zálohou.				Pravá		EUR	23	176.87	217.55	240.74	296.11	36.1	5	281.30		€/ks	53.15	313	DC-PRG Praha	Skladom	24 h	1	1	2	1	Kartón	24 h	5.65	6.36	207	154	163		207x154x163 mm	Kia Ceed II (JD) 2012–2018	2012	2018		8708.99	Slovensko	Repasovaný	24							https://cdn.mds.sk/img/mds-prt-005346.jpg	https://cdn.mds.sk/doc/mds-prt-005346.pdf	áno	2026-06-02
5347	MDS-ACC-005347	8595681628374	PET610286		27245	Petex	Petex	MotoDiely SK s.r.o.	Autodoplnky	Autopoťahy (sada)	ACC	Autopoťahy (sada) Petex	Autopoťahy (sada) Petex, sivá	Autopoťahy (sada) Petex. Kvalitné spracovanie, jednoduchá montáž, univerzálne alebo modelovo špecifické prevedenie.	Prevedenie	Sivá			Sivá	EUR	23	78.91	97.06	130.22	160.17	65.0	15	136.14		€/ks		256	KE-03 Košice	Skladom	24 h	1	5	1	4	Sada v krabici	24 h	6.46	7.35	595	101	222		595x101x222 mm	Univerzálne				8708.29	Nemecko	Nový	12							https://cdn.mds.sk/img/mds-acc-005347.jpg	https://cdn.mds.sk/doc/mds-acc-005347.pdf	áno	2026-06-02
5348	MDS-FLT-005348	8591280661088	MAH351768	OE1761208;OE6838254	19525	Mahle	Mahle	MotoDiely SK s.r.o.	Filtre	Kabínový filter	FLT	Kabínový filter Mahle	Kabínový filter Mahle, typ Aktívne uhlie	Kabínový filter Mahle (Aktívne uhlie). Presná lícovacia geometria, vysoká filtračná účinnosť a dlhá životnosť podľa servisných intervalov výrobcu.	Typ filtra	Aktívne uhlie				EUR	23	9.35	11.50	14.63	17.99	56.5	10	16.19		€/ks		51	BA-01 Bratislava	Skladom	24 h	1	1	1	1	Sada v krabici	24 h	1.08	1.17	213	112	61		213x112x61 mm	BMW 5 F10 2010–2017	2010	2017	ISO 4548	8421.23	Francúzsko	Nový	24							https://cdn.mds.sk/img/mds-flt-005348.jpg	https://cdn.mds.sk/doc/mds-flt-005348.pdf	áno	2026-06-02
5349	MDS-FLU-005349	8594920406759	VAL768188		87767	Valvoline	Valvoline	MotoDiely SK s.r.o.	Prevádzkové kvapaliny	Motorový olej	FLU	Motorový olej Valvoline 5W-30 20 L	Syntetický olej Valvoline 5W-30, balenie 20 L	Plne syntetický motorový olej Valvoline 5W-30. Normy ACEA C3, API SN, schválenia VW/MB/BMW. Balenie 20 L.	Viskozita/Balenie	5W-30 / 20 L				EUR	23	115.11	141.59	163.20	200.74	41.8	0		10.04	€/L		0	BA-01 Bratislava	Na objednávku	7 dní	7	2	1	2	Kartón	7 dní	18.50	20.51	129	104	131	20.00	129x104x131 mm	Univerzálne			ACEA C3 / API SN	3819.00	Nemecko	Nový	0					5W-30	ACEA C3, API SN	https://cdn.mds.sk/img/mds-flu-005349.jpg	https://cdn.mds.sk/doc/mds-flu-005349.pdf	áno	2026-06-02
5350	MDS-FLU-005350	8598756545217	LIQ246447		59193	Liqui Moly	Liqui Moly	MotoDiely SK s.r.o.	Prevádzkové kvapaliny	Chladiaca kvapalina	FLU	Chladiaca kvapalina Liqui Moly 1.5 L	Chladiaca kvapalina Liqui Moly, 1.5 L, G12++	Chladiaca kvapalina Liqui Moly, norma G12++, balenie 1.5 L. Pripravená na priame použitie, v súlade s technickými špecifikáciami výrobcov vozidiel.	Balenie	1.5 L				EUR	23	14.73	18.12	21.32	26.22	44.7	15	22.29	17.48	€/L		0	DC-WIEN Viedeň	Na objednávku	10 dní	10	2	1	2	Fólia	10 dní	1.64	2.03	133	115	238	1.50	133x115x238 mm	Univerzálne			G12++	3819.00	Japonsko	Nový	0							https://cdn.mds.sk/img/mds-flu-005350.jpg	https://cdn.mds.sk/doc/mds-flu-005350.pdf	áno	2026-06-02
5351	MDS-ACC-005351	8590008013857	SON507307		44627	Sonax	Sonax	MotoDiely SK s.r.o.	Autodoplnky	Autošampón	ACC	Autošampón Sonax	Autošampón Sonax, čierna	Autošampón Sonax. Kvalitné spracovanie, jednoduchá montáž, univerzálne alebo modelovo špecifické prevedenie.	Prevedenie	Univerzál			Čierna	EUR	23	7.11	8.75	11.71	14.40	64.7	10	12.96		€/ks		0	BA-01 Bratislava	Na objednávku	10 dní	10	5	1	2	Plastová nádoba	10 dní	3.84	4.65	97	234	66		97x234x66 mm	Univerzálne				8708.29	Čína	Nový	12							https://cdn.mds.sk/img/mds-acc-005351.jpg	https://cdn.mds.sk/doc/mds-acc-005351.pdf	áno	2026-06-02
5352	MDS-PRT-005352	8590656621701	SKF298627	OE4871413;OE8349752;OE5062206	70960	SKF	SKF	MotoDiely SK s.r.o.	Náhradné diely	Vodná pumpa	PRT	Vodná pumpa SKF	Vodná pumpa SKF	Vodná pumpa SKF. Presné lícovanie podľa OE špecifikácie, overená spoľahlivosť a životnosť.				Pravá		EUR	23	55.75	68.57	79.37	97.63	42.4	15	82.99		€/ks		361	DC-PRG Praha	Skladom	24 h	1	10	2	4	Kartón	24 h	1.05	1.20	300	291	228		300x291x228 mm	Mercedes-Benz E W212 2009–2016	2009	2016		8708.99	Taliansko	Nový	24							https://cdn.mds.sk/img/mds-prt-005352.jpg	https://cdn.mds.sk/doc/mds-prt-005352.pdf	nie	2026-06-02
5353	MDS-FLT-005353	8591477605710	MAH673385	OE9847453;OE5715695;OE5379843	29737	Mahle	Mahle	MotoDiely SK s.r.o.	Filtre	Palivový filter	FLT	Palivový filter Mahle	Palivový filter Mahle, typ Štandard	Palivový filter Mahle (Štandard). Presná lícovacia geometria, vysoká filtračná účinnosť a dlhá životnosť podľa servisných intervalov výrobcu.	Typ filtra	Štandard				EUR	23	17.52	21.55	27.24	33.51	55.5	0			€/ks		26	DC-WIEN Viedeň	Skladom	24 h	1	4	1	2	Plastová nádoba	24 h	1.32	1.63	233	240	86		233x240x86 mm	Mercedes-Benz C W204 2007–2014	2007	2014	ISO 4548	8421.23	Turecko	Nový	24							https://cdn.mds.sk/img/mds-flt-005353.jpg	https://cdn.mds.sk/doc/mds-flt-005353.pdf	áno	2026-06-02
5354	MDS-PRT-005354	8593188152477	MON101705	OE9007931;OE2152140;OE3502933	53101	Monroe	Monroe	MotoDiely SK s.r.o.	Náhradné diely	Tlmič pruženia	PRT	Tlmič pruženia Monroe	Tlmič pruženia Monroe	Tlmič pruženia Monroe. Presné lícovanie podľa OE špecifikácie, overená spoľahlivosť a životnosť.	Motor		Motor	Pravá		EUR	23	47.75	58.73	67.05	82.47	40.4	5	78.35		€/ks		179	DC-PRG Praha	Skladom	24 h	1	1	4	1	Blister	24 h	9.01	10.53	366	278	151		366x278x151 mm	BMW 5 F10 2010–2017	2010	2017		8708.99	Turecko	Nový	24							https://cdn.mds.sk/img/mds-prt-005354.jpg	https://cdn.mds.sk/doc/mds-prt-005354.pdf	áno	2026-06-02
5355	MDS-BRK-005355	8593927316290	ATE686628	OE2699624	85561	ATE	ATE	MotoDiely SK s.r.o.	Brzdový systém	Brzdový strmeň	BRK	Brzdový strmeň ATE	Brzdový strmeň ATE, priemer 256 mm	Brzdový strmeň značky ATE s priemerom 256 mm. Schválené podľa ECE R90, povrchová úprava proti korózii, vyvážené pre nízku hlučnosť.	Os kolesa		Os kolesa	Ľavá		EUR	23	93.83	115.41	132.66	163.17	41.4	15	138.69		€/ks	23.21	0	DC-WIEN Viedeň	Na objednávku	7 dní	7	1	1	2	Kartón	7 dní	8.84	10.38	256	256	55		256x256x55 mm	Volkswagen Golf VI (5K) 2008–2013	2008	2013	ECE R90	8708.30	Japonsko	Nový	24							https://cdn.mds.sk/img/mds-brk-005355.jpg	https://cdn.mds.sk/doc/mds-brk-005355.pdf	áno	2026-06-02
